"ind","nqueens","mutate","model"
35,7,1,"allbut2"
35,7,1,"allbut2"
105,7,1,"allbut2"
70,7,1,"allbut2"
105,7,1,"allbut2"
35,7,1,"allbut2"
35,7,1,"allbut2"
245,7,1,"allbut2"
35,7,1,"allbut2"
70,7,1,"allbut2"
70,7,1,"allbut2"
245,7,1,"allbut2"
140,7,1,"allbut2"
105,7,1,"allbut2"
35,7,1,"allbut2"
70,7,1,"allbut2"
200,8,0.1,"allbut2"
280,8,0.1,"allbut2"
80,8,0.1,"allbut2"
120,8,0.1,"allbut2"
1320,8,0.1,"allbut2"
3600,8,0.1,"allbut2"
2000,8,0.1,"allbut2"
840,8,0.1,"allbut2"
80,8,0.1,"allbut2"
160,8,0.1,"allbut2"
240,8,0.1,"allbut2"
7600,8,0.1,"allbut2"
320,8,0.1,"allbut2"
80,8,0.1,"allbut2"
520,8,0.1,"allbut2"
1120,8,0.1,"allbut2"
4640,8,0.1,"allbut2"
80,8,0.1,"allbut2"
920,8,0.1,"allbut2"
2600,8,0.1,"allbut2"
80,8,0.1,"allbut2"
1280,8,0.1,"allbut2"
80,8,0.1,"allbut2"
320,8,0.1,"allbut2"
240,8,0.1,"allbut2"
2160,8,0.25,"allbut2"
520,8,0.25,"allbut2"
40,8,0.25,"allbut2"
1040,8,0.25,"allbut2"
440,8,0.25,"allbut2"
2840,8,0.25,"allbut2"
200,8,0.25,"allbut2"
120,8,0.25,"allbut2"
80,8,0.25,"allbut2"
2600,8,0.25,"allbut2"
160,8,0.25,"allbut2"
1720,8,0.25,"allbut2"
400,8,0.25,"allbut2"
160,8,0.25,"allbut2"
960,8,0.25,"allbut2"
400,8,0.25,"allbut2"
280,8,0.25,"allbut2"
520,8,0.25,"allbut2"
120,8,0.25,"allbut2"
520,8,0.25,"allbut2"
200,8,0.25,"allbut2"
360,8,0.25,"allbut2"
320,8,0.25,"allbut2"
2440,8,0.25,"allbut2"
80,8,0.25,"allbut2"
720,8,0.5,"allbut2"
1040,8,0.5,"allbut2"
720,8,0.5,"allbut2"
320,8,0.5,"allbut2"
120,8,0.5,"allbut2"
1760,8,0.5,"allbut2"
200,8,0.5,"allbut2"
640,8,0.5,"allbut2"
480,8,0.5,"allbut2"
80,8,0.5,"allbut2"
40,8,0.5,"allbut2"
480,8,0.5,"allbut2"
240,8,0.5,"allbut2"
1680,8,0.5,"allbut2"
200,8,0.5,"allbut2"
120,8,0.5,"allbut2"
200,8,0.5,"allbut2"
120,8,0.5,"allbut2"
920,8,0.5,"allbut2"
40,8,0.5,"allbut2"
520,8,0.5,"allbut2"
1480,8,0.5,"allbut2"
240,8,0.5,"allbut2"
160,8,0.5,"allbut2"
240,8,0.5,"allbut2"
360,8,0.75,"allbut2"
1680,8,0.75,"allbut2"
160,8,0.75,"allbut2"
120,8,0.75,"allbut2"
560,8,0.75,"allbut2"
120,8,0.75,"allbut2"
680,8,0.75,"allbut2"
320,8,0.75,"allbut2"
40,8,0.75,"allbut2"
280,8,0.75,"allbut2"
240,8,0.75,"allbut2"
280,8,0.75,"allbut2"
240,8,0.75,"allbut2"
320,8,0.75,"allbut2"
200,8,0.75,"allbut2"
120,8,0.75,"allbut2"
160,8,0.75,"allbut2"
680,8,0.75,"allbut2"
40,8,0.75,"allbut2"
40,8,0.75,"allbut2"
440,8,0.75,"allbut2"
480,8,0.75,"allbut2"
200,8,0.75,"allbut2"
200,8,0.75,"allbut2"
640,8,0.75,"allbut2"
120,8,0.9,"allbut2"
1080,8,0.9,"allbut2"
1640,8,0.9,"allbut2"
160,8,0.9,"allbut2"
440,8,0.9,"allbut2"
40,8,0.9,"allbut2"
1120,8,0.9,"allbut2"
400,8,0.9,"allbut2"
280,8,0.9,"allbut2"
680,8,0.9,"allbut2"
200,8,0.9,"allbut2"
40,8,0.9,"allbut2"
200,8,0.9,"allbut2"
120,8,0.9,"allbut2"
840,8,0.9,"allbut2"
1560,8,0.9,"allbut2"
400,8,0.9,"allbut2"
760,8,0.9,"allbut2"
120,8,0.9,"allbut2"
800,8,0.9,"allbut2"
1360,8,0.9,"allbut2"
640,8,0.9,"allbut2"
720,8,0.9,"allbut2"
240,8,0.9,"allbut2"
200,8,0.9,"allbut2"
320,8,1,"allbut2"
120,8,1,"allbut2"
160,8,1,"allbut2"
320,8,1,"allbut2"
400,8,1,"allbut2"
400,8,1,"allbut2"
120,8,1,"allbut2"
280,8,1,"allbut2"
200,8,1,"allbut2"
960,8,1,"allbut2"
240,8,1,"allbut2"
640,8,1,"allbut2"
200,8,1,"allbut2"
200,8,1,"allbut2"
440,8,1,"allbut2"
1520,8,1,"allbut2"
80,8,1,"allbut2"
640,8,1,"allbut2"
200,8,1,"allbut2"
2080,8,1,"allbut2"
160,8,1,"allbut2"
440,8,1,"allbut2"
280,8,1,"allbut2"
240,8,1,"allbut2"
1560,8,1,"allbut2"
270,9,0.1,"allbut2"
5220,9,0.1,"allbut2"
4500,9,0.1,"allbut2"
270,9,0.1,"allbut2"
15885,9,0.1,"allbut2"
360,9,0.1,"allbut2"
15075,9,0.1,"allbut2"
90,9,0.1,"allbut2"
45,9,0.1,"allbut2"
3690,9,0.1,"allbut2"
90,9,0.1,"allbut2"
45,9,0.1,"allbut2"
360,9,0.1,"allbut2"
270,9,0.1,"allbut2"
13230,9,0.1,"allbut2"
3105,9,0.1,"allbut2"
5580,9,0.1,"allbut2"
180,9,0.1,"allbut2"
1935,9,0.1,"allbut2"
2430,9,0.1,"allbut2"
4185,9,0.1,"allbut2"
16605,9,0.1,"allbut2"
315,9,0.1,"allbut2"
90,9,0.1,"allbut2"
90,9,0.1,"allbut2"
855,9,0.25,"allbut2"
225,9,0.25,"allbut2"
7155,9,0.25,"allbut2"
9090,9,0.25,"allbut2"
135,9,0.25,"allbut2"
3735,9,0.25,"allbut2"
1485,9,0.25,"allbut2"
45,9,0.25,"allbut2"
990,9,0.25,"allbut2"
1035,9,0.25,"allbut2"
90,9,0.25,"allbut2"
6075,9,0.25,"allbut2"
315,9,0.25,"allbut2"
270,9,0.25,"allbut2"
135,9,0.25,"allbut2"
1215,9,0.25,"allbut2"
1395,9,0.25,"allbut2"
945,9,0.25,"allbut2"
270,9,0.25,"allbut2"
495,9,0.25,"allbut2"
495,9,0.25,"allbut2"
270,9,0.25,"allbut2"
540,9,0.25,"allbut2"
3555,9,0.25,"allbut2"
180,9,0.25,"allbut2"
3690,9,0.5,"allbut2"
405,9,0.5,"allbut2"
225,9,0.5,"allbut2"
1440,9,0.5,"allbut2"
405,9,0.5,"allbut2"
585,9,0.5,"allbut2"
225,9,0.5,"allbut2"
900,9,0.5,"allbut2"
3240,9,0.5,"allbut2"
945,9,0.5,"allbut2"
720,9,0.5,"allbut2"
90,9,0.5,"allbut2"
3645,9,0.5,"allbut2"
360,9,0.5,"allbut2"
2160,9,0.5,"allbut2"
45,9,0.5,"allbut2"
270,9,0.5,"allbut2"
5355,9,0.5,"allbut2"
45,9,0.5,"allbut2"
945,9,0.5,"allbut2"
1350,9,0.5,"allbut2"
990,9,0.5,"allbut2"
1305,9,0.5,"allbut2"
1305,9,0.5,"allbut2"
90,9,0.5,"allbut2"
3960,9,0.75,"allbut2"
1845,9,0.75,"allbut2"
1395,9,0.75,"allbut2"
1890,9,0.75,"allbut2"
900,9,0.75,"allbut2"
1485,9,0.75,"allbut2"
810,9,0.75,"allbut2"
315,9,0.75,"allbut2"
450,9,0.75,"allbut2"
540,9,0.75,"allbut2"
2835,9,0.75,"allbut2"
2925,9,0.75,"allbut2"
1395,9,0.75,"allbut2"
1395,9,0.75,"allbut2"
1395,9,0.75,"allbut2"
2520,9,0.75,"allbut2"
1350,9,0.75,"allbut2"
45,9,0.75,"allbut2"
180,9,0.75,"allbut2"
810,9,0.75,"allbut2"
270,9,0.75,"allbut2"
405,9,0.75,"allbut2"
1710,9,0.75,"allbut2"
2025,9,0.75,"allbut2"
360,9,0.75,"allbut2"
1350,9,0.9,"allbut2"
585,9,0.9,"allbut2"
270,9,0.9,"allbut2"
315,9,0.9,"allbut2"
2160,9,0.9,"allbut2"
990,9,0.9,"allbut2"
810,9,0.9,"allbut2"
45,9,0.9,"allbut2"
2655,9,0.9,"allbut2"
90,9,0.9,"allbut2"
135,9,0.9,"allbut2"
90,9,0.9,"allbut2"
1890,9,0.9,"allbut2"
1800,9,0.9,"allbut2"
405,9,0.9,"allbut2"
2160,9,0.9,"allbut2"
945,9,0.9,"allbut2"
495,9,0.9,"allbut2"
810,9,0.9,"allbut2"
495,9,0.9,"allbut2"
180,9,0.9,"allbut2"
810,9,0.9,"allbut2"
450,9,0.9,"allbut2"
540,9,0.9,"allbut2"
765,9,0.9,"allbut2"
225,9,1,"allbut2"
3915,9,1,"allbut2"
90,9,1,"allbut2"
225,9,1,"allbut2"
450,9,1,"allbut2"
900,9,1,"allbut2"
450,9,1,"allbut2"
1080,9,1,"allbut2"
360,9,1,"allbut2"
270,9,1,"allbut2"
405,9,1,"allbut2"
270,9,1,"allbut2"
1800,9,1,"allbut2"
1620,9,1,"allbut2"
45,9,1,"allbut2"
450,9,1,"allbut2"
630,9,1,"allbut2"
315,9,1,"allbut2"
90,9,1,"allbut2"
135,9,1,"allbut2"
540,9,1,"allbut2"
405,9,1,"allbut2"
630,9,1,"allbut2"
810,9,1,"allbut2"
1125,9,1,"allbut2"
200,10,0.1,"allbut2"
1500,10,0.1,"allbut2"
187300,10,0.1,"allbut2"
66200,10,0.1,"allbut2"
38950,10,0.1,"allbut2"
40300,10,0.1,"allbut2"
87550,10,0.1,"allbut2"
48900,10,0.1,"allbut2"
200,10,0.1,"allbut2"
3550,10,0.1,"allbut2"
400,10,0.1,"allbut2"
18400,10,0.1,"allbut2"
1350,10,0.1,"allbut2"
600,10,0.1,"allbut2"
3350,10,0.1,"allbut2"
24000,10,0.1,"allbut2"
48000,10,0.1,"allbut2"
59300,10,0.1,"allbut2"
5950,10,0.1,"allbut2"
34550,10,0.1,"allbut2"
20100,10,0.1,"allbut2"
11900,10,0.1,"allbut2"
47250,10,0.1,"allbut2"
15800,10,0.1,"allbut2"
71150,10,0.1,"allbut2"
23500,10,0.25,"allbut2"
22750,10,0.25,"allbut2"
8700,10,0.25,"allbut2"
11100,10,0.25,"allbut2"
8250,10,0.25,"allbut2"
50,10,0.25,"allbut2"
27800,10,0.25,"allbut2"
3800,10,0.25,"allbut2"
200,10,0.25,"allbut2"
11250,10,0.25,"allbut2"
21400,10,0.25,"allbut2"
14450,10,0.25,"allbut2"
1400,10,0.25,"allbut2"
4450,10,0.25,"allbut2"
300,10,0.25,"allbut2"
27100,10,0.25,"allbut2"
12800,10,0.25,"allbut2"
7300,10,0.25,"allbut2"
850,10,0.25,"allbut2"
1950,10,0.25,"allbut2"
6050,10,0.25,"allbut2"
35750,10,0.25,"allbut2"
400,10,0.25,"allbut2"
5250,10,0.25,"allbut2"
